1	1
1088794366	722792456
1993751964	753089694
610005387	1748134360
27944595	774572312
1108394934	620441713
580582953	73753031
479095664	801971873
204282520	1624172377
327796803	915478773
918882992	858672133
210516912	158496513
1155963390	704005330
1929580647	324681933
2061216471	209323758
1963942692	1686825906
2124896501	460463303
233299547	2134948096
1675549170	1144329343
1421385813	672532778
2069007070	1309916099
1905029285	1817420725
1056478052	1943244114
1628262065	782316895
1368245324	2070604605
414218397	519652740
1032135553	1729805542
1709285619	1859376254
1363836736	433738184
1307886537	1841770585
944675654	1438406465
733913518	219173860
1994697060	1473267531
1816284687	1806014371
1204077982	313513580
1322304106	1896720184
1152681299	1347076753
1910575054	1881544152
1158165315	1769280665
1256652686	1678458141
149156960	257442270
1531563057	769379539
33227674	1940657859
563899375	1495802342
534312669	1627605675
20883767	1860146428
654784964	1449089950
1622565819	300004830
720217438	59015257
1162709863	1966621140
360537627	133123709
345935498	1389524816
876665055	1171092501
1998564166	1037986676
2066661466	366166383
1279875030	582766249
1955021266	116351171
195816083	933489046
2055228393	283595456
93961337	611643703
1446789139	1248992867
414524648	803732805
1327723283	201031458
535511919	938162313
86014814	7981320
1646051327	1690586644
1717255367	569003207
1794770573	1043545502
853934312	848156009
903676328	1753511888
888673974	2014364429
1763908015	835386162
415969825	751041626
2041881831	527275421
1223957624	282891294
216252620	1933221826
956133864	1506952100
1265794918	713084270
1474654961	88797131
122865758	2073278963
258943	664687714
1152463120	839536051
181367474	1038508765
618933039	131404490
1185139338	1987460903
2078683375	1391654211
1157287301	1870939725
490572205	1828672152
713452544	1880501392
1399731654	661442337
1434784182	1598489021
157980824	512999623
1631668015	2021483107
695840037	316143310
2011902133	460681770
1482456963	1832621179
983630146	1244860854
424488068	1894080738
592109479	254844002
698713089	852473215
698429770	1978724894
1991339714	590904772
1812612029	1455273894
878555690	849354664
1415741666	1989849407
740336773	2094756349
1357150877	1752614313
446288602	605474927
156511135	1112863746
1315731039	1420661365
1590179518	797341276
210183789	1297307595
94234820	1379679575
273023900	1595938728
868831745	1149726246
170384549	129431617
13185587	487985593
1362898234	342281893
574105532	245617051
1822103760	1034640984
658812725	1829379549
1005671726	183096918
1254435204	1402468728
1798478003	432519190
601935466	253536637
341666647	118329947
1713183513	2027318311
1196735493	1530795526
1348986425	668877863
532005772	203741901
1141813962	1863091192
1741278758	104388873
86859261	2120737529
726923420	1212110048
1058541527	166531451
2131549752	1447596029
2033958033	926546635
969574276	1513067587
1924153065	1224270071
1789201564	244925517
970004038	827424326
584997635	900020443
1121567821	1551288142
1901695144	802507892
1381949729	338664653
931183121	255723333
425040923	1183865313
2063648383	1931656776
372520795	1381463141
112959009	328713331
156172654	2028805919
1206630112	1317701868
1141325584	1635316096
1226401966	891065751
1044869640	1695983251
1468275435	827674970
791167482	645339068
464714547	1616229175
1084778504	563204166
258987949	1152030385
479486796	238097920
1499316991	1401468685
519780735	481196391
1679611087	604709095
1691996345	989109993
196557364	113178392
851784008	1222308139
143277176	1931319584
1973626791	1586075498
585402145	125579035
1926622811	1383430112
614117445	809143743
209722147	1485956780
445830939	1964280618
1346542997	748234912
576549607	554392763
1852906063	675586306
1415103532	839112213
868356749	1226343583
1373222177	1149205884
1024191502	938910203
463832557	441736082
599161815	880842978
27305702	1259875018
1622662871	1545669937
1314825492	1230485856
1919359439	649279764
776491967	940088497
153029369	604610332
1075161827	333444224
914109165	803254235
1944937918	1451340862
1738752454	499708706
321360177	1192481545
1078034966	318667790
1983953435	1865542330
1964072934	1092645796
1951113931	1549447078
1059124001	1047835649
1695266076	163616804
996688518	2093478795
1354445549	335951295
998773555	1219483032
4058649	559033528
470886335	1667952318
158745647	2012602568
461380034	799155945
105655873	1187620434
915491195	858595438
247536109	727545379
1343291889	1203423504
2001578188	990991500
1002265824	219121455
501880984	846802413
1411611767	443023724
1514586313	974179120
261179117	18434323
20916375	2145251247
1863207976	176589398
969221669	683394530
1783116228	282077422
1847032911	1518960264
